tokens_seen,loss
40960,77.09929656982422
81920,59.883628845214844
122880,41.53847122192383
163840,35.065364837646484
204800,30.93149757385254
245760,28.774402618408203
286720,27.60391616821289
327680,26.21453857421875
368640,25.193254470825195
409600,24.355941772460938
450560,23.448856353759766
491520,22.914203643798828
532480,22.542200088500977
573440,22.23857307434082
614400,21.183874130249023
655360,20.744924545288086
696320,20.45674705505371
737280,20.13118553161621
778240,19.752429962158203
819200,19.19191551208496
860160,19.036605834960938
901120,18.705062866210938
942080,18.4274959564209
983040,17.84828758239746
1024000,17.510398864746094
1064960,17.227340698242188
1105920,16.97269630432129
1146880,16.763303756713867
1187840,16.293241500854492
1228800,16.301429748535156
1269760,16.259262084960938
1310720,15.841265678405762
1351680,15.784252166748047
1392640,15.428632736206055
1433600,15.166611671447754
1474560,15.17110538482666
1515520,14.86264419555664
1556480,14.591711044311523
1597440,14.607951164245605
1638400,14.521114349365234
1679360,14.059003829956055
1720320,13.870291709899902
1761280,13.845769882202148
1802240,13.533225059509277
1843200,13.257319450378418
1884160,12.852968215942383
1925120,13.011690139770508
1966080,12.91609001159668
2007040,12.739883422851562
2048000,12.458809852600098
2088960,12.285907745361328
2129920,12.406390190124512
2170880,12.150374412536621
2211840,11.961408615112305
2252800,11.945565223693848
2293760,11.764730453491211
2334720,11.67405891418457
2375680,11.67213249206543
2416640,11.396707534790039
2457600,11.31074047088623
2498560,11.254415512084961
2539520,11.1235990524292
2580480,10.869794845581055
2621440,10.935295104980469
2662400,10.747427940368652
2703360,10.795668601989746
2744320,10.63212776184082
2785280,10.44580364227295
2826240,10.381316184997559
2867200,10.162846565246582
2908160,10.061753273010254
2949120,10.07092571258545
2990080,10.065788269042969
3031040,9.865596771240234
3072000,9.655223846435547
3112960,9.669792175292969
3153920,9.826109886169434
3194880,9.720298767089844
3235840,9.346456527709961
3276800,9.534028053283691
3317760,9.118826866149902
3358720,9.194318771362305
3399680,9.127589225769043
3440640,9.090928077697754
3481600,9.022195816040039
3522560,8.886503219604492
3563520,8.852471351623535
3604480,8.665367126464844
3645440,8.847579002380371
3686400,8.773818016052246
3727360,8.6334810256958
3768320,8.509971618652344
3809280,8.536003112792969
3850240,8.55331802368164
3891200,8.3216552734375
3932160,8.213579177856445
3973120,8.257355690002441
4014080,8.031702041625977
4055040,8.231761932373047
