tokens_seen,loss
40960,76.46500396728516
81920,52.34900665283203
122880,44.59247589111328
163840,40.537109375
204800,36.61347198486328
245760,34.051239013671875
286720,31.66745948791504
327680,30.376739501953125
368640,28.683237075805664
409600,27.591777801513672
450560,25.747875213623047
491520,25.21677017211914
532480,24.57819175720215
573440,23.76947021484375
614400,22.52013397216797
655360,21.739818572998047
696320,21.25388526916504
737280,20.892919540405273
778240,20.016803741455078
819200,19.06538200378418
860160,18.517086029052734
901120,18.3597469329834
942080,17.569257736206055
983040,16.957340240478516
1024000,16.39225959777832
1064960,16.301063537597656
1105920,15.996820449829102
1146880,15.314935684204102
1187840,14.5504789352417
1228800,14.666302680969238
1269760,14.219359397888184
1310720,13.349413871765137
1351680,13.177075386047363
1392640,12.829877853393555
1433600,12.536283493041992
1474560,12.381857872009277
1515520,12.630425453186035
1556480,11.973857879638672
1597440,11.739274978637695
1638400,11.334874153137207
1679360,11.324719429016113
1720320,11.337916374206543
1761280,10.752828598022461
1802240,10.400232315063477
1843200,10.18052864074707
1884160,10.36976146697998
1925120,9.80237865447998
1966080,9.869807243347168
2007040,9.736197471618652
2048000,9.82876968383789
2088960,9.513772010803223
2129920,9.414447784423828
2170880,9.098006248474121
2211840,9.040227890014648
2252800,8.913241386413574
2293760,9.228753089904785
2334720,8.71261215209961
2375680,8.54030704498291
2416640,8.264630317687988
2457600,8.63259220123291
2498560,8.693778991699219
2539520,8.55752182006836
2580480,8.06314754486084
2621440,8.114160537719727
2662400,7.970217704772949
2703360,8.221305847167969
2744320,8.017221450805664
2785280,7.696944713592529
2826240,7.953607559204102
2867200,7.571167945861816
2908160,7.86732292175293
2949120,7.704526901245117
2990080,7.6979193687438965
3031040,7.522014141082764
3072000,7.466818809509277
3112960,7.331612586975098
3153920,7.359604358673096
3194880,7.443751811981201
3235840,7.212757110595703
3276800,7.465343952178955
3317760,7.19981050491333
3358720,7.371825695037842
3399680,8.173259735107422
3440640,8.146178245544434
3481600,8.357389450073242
3522560,8.475296974182129
3563520,8.131291389465332
3604480,7.322516441345215
3645440,7.7789506912231445
3686400,7.1292548179626465
3727360,7.327269077301025
3768320,6.9406890869140625
3809280,6.890163898468018
3850240,7.031359672546387
3891200,6.572452068328857
3932160,6.677779197692871
3973120,6.57921838760376
4014080,6.502844333648682
4055040,6.583263874053955
4096000,6.659234046936035
4136960,6.540834426879883
4177920,6.536792755126953
4218880,6.416342735290527
4259840,6.3919782638549805
4300800,6.382582187652588
4341760,6.442734241485596
4382720,6.392236709594727
4423680,6.237252235412598
4464640,6.026449203491211
4505600,6.443080425262451
4546560,6.096712589263916
4587520,6.373398303985596
4628480,6.0388970375061035
4669440,6.143186092376709
4710400,6.350703239440918
4751360,6.539310932159424
4792320,6.279343605041504
4833280,5.968870639801025
4874240,5.888355731964111
4915200,5.960682392120361
4956160,5.973041534423828
4997120,6.024957180023193
5038080,5.996408939361572
5079040,5.985329627990723
5120000,6.222146511077881
5160960,5.970146656036377
5201920,5.871633529663086
5242880,5.883764266967773
5283840,5.796743392944336
5324800,6.137112140655518
5365760,6.006257057189941
5406720,6.066684246063232
5447680,5.977211952209473
5488640,5.86402702331543
5529600,5.879094123840332
5570560,5.878063201904297
5611520,5.953874588012695
5652480,5.872903823852539
5693440,5.750921726226807
5734400,5.825869560241699
5775360,6.127580165863037
5816320,5.720539569854736
5857280,5.831239700317383
5898240,5.790669918060303
5939200,5.910207748413086
5980160,5.730109691619873
6021120,5.9047112464904785
6062080,5.704135894775391
6103040,5.719484806060791
6144000,5.785356044769287
6184960,5.762512683868408
6225920,5.848694801330566
6266880,5.639759540557861
6307840,5.723015308380127
6348800,5.750141620635986
6389760,5.82866096496582
6430720,5.648473739624023
6471680,5.633378505706787
6512640,5.6332855224609375
6553600,5.5257344245910645
6594560,5.635779857635498
6635520,5.6191840171813965
6676480,5.74385404586792
6717440,5.438156604766846
6758400,5.371260166168213
6799360,5.782559394836426
6840320,5.57247257232666
6881280,5.531213760375977
6922240,5.656312465667725
6963200,5.639957904815674
7004160,5.463746070861816
7045120,5.5912604331970215
7086080,5.5112810134887695
7127040,5.672365665435791
7168000,5.759257793426514
7208960,5.487523078918457
7249920,5.452368259429932
