tokens_seen,loss
40960,40.504825592041016
81920,37.61692810058594
122880,33.60887145996094
163840,29.650449752807617
204800,26.940673828125
245760,24.702993392944336
286720,23.297033309936523
327680,22.281558990478516
368640,21.358869552612305
409600,20.86233139038086
450560,20.512866973876953
491520,19.938512802124023
532480,19.667171478271484
573440,19.312917709350586
614400,18.893600463867188
655360,18.422849655151367
696320,18.291147232055664
737280,18.11005973815918
778240,17.85435676574707
819200,17.49239158630371
860160,17.20445442199707
901120,17.144367218017578
942080,17.066917419433594
983040,16.54541015625
1024000,16.52605438232422
1064960,16.44243049621582
1105920,16.155826568603516
1146880,15.955056190490723
1187840,15.720670700073242
1228800,15.669332504272461
1269760,15.440961837768555
1310720,15.20274829864502
1351680,15.023412704467773
1392640,14.926495552062988
1433600,14.807367324829102
1474560,14.725175857543945
1515520,14.506134033203125
1556480,14.383487701416016
1597440,14.231321334838867
1638400,14.14333724975586
1679360,13.884998321533203
1720320,13.655319213867188
1761280,13.74177360534668
1802240,13.359598159790039
1843200,13.508978843688965
1884160,13.072327613830566
1925120,13.176443099975586
1966080,13.061903953552246
2007040,12.888769149780273
2048000,12.96666145324707
2088960,12.6528959274292
2129920,12.605180740356445
2170880,12.434473991394043
2211840,12.30734920501709
2252800,12.288812637329102
2293760,12.154170036315918
2334720,11.893120765686035
2375680,11.79560375213623
2416640,11.796148300170898
2457600,11.750575065612793
2498560,11.778425216674805
2539520,11.74082088470459
2580480,11.468870162963867
2621440,11.417815208435059
2662400,11.339123725891113
2703360,11.371713638305664
2744320,11.304017066955566
2785280,10.994950294494629
2826240,11.108264923095703
2867200,10.913907051086426
2908160,10.892066955566406
2949120,10.749773025512695
2990080,10.616216659545898
3031040,10.526004791259766
3072000,10.498213768005371
3112960,10.47475528717041
3153920,10.476383209228516
3194880,10.443517684936523
3235840,10.234390258789062
3276800,10.202681541442871
3317760,9.937814712524414
3358720,9.931035041809082
3399680,10.02012825012207
3440640,9.944578170776367
3481600,9.896409034729004
3522560,9.792323112487793
3563520,9.76140308380127
3604480,9.628740310668945
3645440,9.776725769042969
3686400,9.61427116394043
3727360,9.567307472229004
3768320,9.36143684387207
3809280,9.501733779907227
3850240,9.394865036010742
3891200,9.095505714416504
3932160,9.30599594116211
3973120,9.164143562316895
4014080,9.073371887207031
4055040,9.042718887329102
4096000,9.041468620300293
4136960,9.022688865661621
4177920,8.911626815795898
4218880,8.971332550048828
4259840,8.820572853088379
4300800,8.824447631835938
4341760,8.71870231628418
4382720,8.678779602050781
4423680,8.655721664428711
4464640,8.533856391906738
4505600,8.584001541137695
4546560,8.488282203674316
4587520,8.658927917480469
4628480,8.36044692993164
4669440,8.437708854675293
4710400,8.473186492919922
4751360,8.449536323547363
4792320,8.435062408447266
4833280,8.202215194702148
4874240,8.210295677185059
4915200,8.08128547668457
4956160,8.151086807250977
4997120,8.104105949401855
